ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
1371,Anthony Russell,53,2014,11497,54296,651,5531.94,4,"69883 Hensley Ranch Suite 390, Schneidertown, GA 80072",danielbeck@example.org,1234569260,24-10-1953,Checking,30631.77,3918.42,56675.74
1372,Jody Schneider,22,2013,33477,53319,350,3478.56,2,"82959 Anita Ways Suite 990, New Zacharyport, MA 43973",loganharper@example.org,1234569261,10-03-1979,Business,37719.79,20006.6,111188.04
1373,Janet Fisher,18,2015,5886,30556,575,3977,5,"448 Norton Highway, New Nathanview, LA 28956",jessicageorge@example.com,1234569262,23-03-2006,Checking,11645.12,16365.7,123331.16
1374,Amanda Morgan,47,2020,14633,29741,692,7543.88,5,"3159 Kelly Drive, Jenniferhaven, NC 87141",brian43@example.org,1234569263,26-01-1954,Business,26190.14,23513.76,89325.26
1375,Matthew Craig,49,2011,33693,87351,708,7527.06,2,"53512 Wilson Isle Apt. 823, Hooverport, NM 90399",xtrujillo@example.org,1234569264,23-10-1976,Savings,38332.12,3566.49,43767.06
1376,Lisa Reese,64,2021,24753,29903,611,7098.31,4,"890 Brandon Lane, South Christopher, WI 35102",bmoore@example.org,1234569265,25-07-1969,Business,26447.21,10339.7,34048.6
1377,Mark Mccoy,46,2023,31926,89922,787,7890.28,2,"PSC 1585, Box 8196, APO AE 92879",nancy28@example.net,1234569266,10-10-1961,Checking,31951.29,20304.84,100153.87
1378,Nicole Johnson,21,2014,40029,53926,464,1540.17,5,"37563 Ronnie Shores Suite 299, South Tina, MO 74624",elizabethevans@example.net,1234569267,26-06-1962,Savings,26977.01,459.02,128123.14
1379,Bryan Moore,69,2017,28340,38366,766,6616.01,1,"PSC 3324, Box 4260, APO AE 73942",ogreene@example.net,1234569268,31-08-1976,Business,33787.8,63.54,29923.36
1380,John Jacobs,44,2015,17699,59419,632,6836.34,1,"1396 Ronald Lane, New Sandrahaven, VA 99492",jacobsmichael@example.net,1234569269,19-03-1984,Business,10854.88,27479.12,97400.05
1381,Damon Boyd,49,2023,12510,56014,784,3272.76,3,"37598 John Heights Apt. 782, Andrewmouth, DC 67484",monicapearson@example.com,1234569270,17-05-1972,Checking,20373.36,28539.14,65202.19
1382,Benjamin Perez MD,47,2014,49406,66062,526,8454.45,3,"USNV Bryant, FPO AP 42976",james40@example.org,1234569271,24-08-1978,Checking,2930.5,27860.34,86946.05
1383,Judy Sanchez,46,2010,1233,57994,523,1172.4,2,"33128 Rogers Prairie, Robertsberg, PR 84995",jhiggins@example.org,1234569272,15-07-1956,Business,33845.18,16255.64,117969.85
1384,Yvette Moore,25,2014,43551,93221,480,8482.07,3,"49498 Mccarthy Roads, Harriston, VT 89164",emilyvelazquez@example.net,1234569273,19-10-1977,Savings,21871.29,14247.18,80098.75
1385,Katherine Scott,23,2021,33065,58632,412,8847.18,1,"0781 Katherine Islands, West Philipfort, ME 11725",parnold@example.org,1234569274,17-12-1995,Savings,32289.64,4302.57,120526.76
1386,Kirsten Tran,23,2011,18308,53922,814,7132.49,4,"81436 Brown Spur, Markmouth, NV 50683",jamie39@example.com,1234569275,12-12-1997,Checking,17381.53,14232.67,124347.95
1387,Jeanette Graves,33,2015,3654,10205,305,8966.1,5,"3382 Olivia Ridges Apt. 349, Port Samanthaville, ID 70307",christiannewman@example.org,1234569276,16-02-1995,Checking,17664.53,24194.42,41857.07
1388,Rhonda Williams,24,2014,5673,11441,669,669.39,3,"95375 Reginald Spur Apt. 040, Caseystad, GU 23526",phillip15@example.com,1234569277,16-08-1993,Business,31137.2,4873.84,26702.89
1389,Kevin Wade,70,2013,40375,15138,535,4537.17,3,"9537 Caldwell Alley Suite 398, South Teresa, IN 95815",gonzalezmelissa@example.net,1234569278,18-04-1994,Savings,13092.08,21328.18,77237.41
1390,Regina Rivera,66,2015,43921,59456,572,6105.73,4,"2595 Ashley River Suite 543, New Steve, OR 19342",charles11@example.org,1234569279,16-04-1951,Checking,10091.24,18164.72,142624.04
1391,Kim Kirby,27,2013,48651,86107,491,7128.66,3,"22173 Zachary Meadow Apt. 118, South Courtneyberg, MH 69564",hartlinda@example.com,1234569280,18-09-1985,Checking,27472.36,26008.93,101178.48
1392,Joseph Young,44,2013,3104,77061,582,5202.05,4,"44016 Ryan Extensions Suite 532, Villarrealview, UT 20707",susan58@example.net,1234569281,20-07-1979,Checking,31244.78,4550.44,47301.84
1393,Tonya Torres,74,2023,23575,60227,337,1023.74,4,"80940 Christine Isle, North Lisa, MI 74084",deborah10@example.net,1234569282,01-05-1963,Checking,33885.87,17886.31,44535.24
1394,Jessica Carter,31,2013,37691,95903,694,9564.98,2,"13165 Julia Rapid, Morrisport, IA 09789",joanndavis@example.org,1234569283,11-12-1962,Savings,187.13,3480.37,61101.82
1395,Patrick Riggs,46,2013,32652,77511,471,7958.18,4,"2360 Ronnie Lock, East Sydney, AL 27077",williamwilson@example.com,1234569284,12-04-1976,Business,3972.92,5778.3,140643.62
1396,Sarah Turner,57,2020,29601,93535,458,4533.6,2,"PSC 1560, Box 1887, APO AP 68390",karen65@example.com,1234569285,19-12-1973,Business,20648.96,25258.44,149142.19
1397,David Hahn,22,2016,38456,82145,719,2622.79,4,"3404 Hernandez Ferry Apt. 158, Grahamburgh, MS 55239",joshua85@example.org,1234569286,29-12-1968,Business,3699.05,26259.94,100153.11
1398,Daniel Leon,70,2011,42722,31400,673,6121.12,3,"74245 Rodney Vista Apt. 848, Martinton, ME 32159",vholmes@example.com,1234569287,31-12-1987,Checking,10538.46,21736.03,81065.48
1399,Danielle Mills,45,2018,32888,41574,784,4149.15,4,"5633 Deanna Freeway, Meyerton, UT 01065",vwilliams@example.org,1234569288,24-09-1962,Savings,49046.48,9242.55,135250.01
1400,Michael Mercer,53,2014,9095,40879,372,2616.49,2,"6528 Beck Meadow Suite 205, New Louisport, CA 91982",torresmichael@example.net,1234569289,03-11-1985,Checking,38648.88,29047.17,21094.01
1401,Rhonda Cain,66,2020,14208,48746,740,967.08,1,"751 Jessica Village, East Kayla, ME 55822",virginia91@example.com,1234569290,22-03-1966,Checking,9297.21,20872.97,113357.21
1402,James Gonzalez,74,2012,44335,36691,499,4924.14,4,"Unit 0570 Box 0756, DPO AP 74207",bhunter@example.com,1234569291,19-11-1984,Checking,15548.02,8856.83,63005.24
1403,Rachel Perry,71,2015,4233,25539,490,933.11,4,"94570 William Coves, Davidmouth, CO 59906",amandagray@example.net,1234569292,12-07-1982,Checking,45642.86,7506.79,72904.61
1404,Jeffery Griffith,43,2016,25245,90347,594,4919.51,3,"28718 Garrett Forges, Lake Lisaville, MH 73387",nicholas14@example.org,1234569293,02-01-1991,Business,3293.99,8386.25,80811.69
1405,Tim Stanley,20,2010,26511,11472,699,3853.63,4,"59715 Silva Radial, East Deborah, OR 95411",cgreen@example.org,1234569294,16-04-1988,Savings,15655,24203.78,71542.49
1406,Alexis Miller,29,2018,18027,72014,787,6944.39,1,"5116 Kevin Ridge Suite 914, East Michelleside, KY 51179",josephbraun@example.com,1234569295,31-03-1950,Checking,13449.9,1051.17,39175.74
1407,Luis Hansen,33,2020,23570,70851,846,2942.7,4,"267 Barnes Walk Apt. 856, Port Heidi, WA 35698",robert50@example.net,1234569296,26-02-1959,Savings,35619.69,2807.06,124926.49
1408,Scott Cook,49,2010,35562,44657,763,8023.43,1,"0509 Moreno Knolls Apt. 716, South Emilyburgh, MT 51498",sandovalrobert@example.com,1234569297,22-02-2006,Savings,14061.43,13432.25,61903.45
1409,Edgar Potter,32,2018,40109,61934,479,6430.83,4,"050 Stephanie Mill Apt. 931, Sonyashire, VT 05219",felicia73@example.com,1234569298,25-09-2005,Checking,25388.44,9305.83,129694.01
1410,Mr. Derrick Oliver,26,2016,23232,44442,644,9879.66,4,"8710 Carlson Pass Suite 588, Erichaven, RI 66142",scott87@example.org,1234569299,18-08-1975,Savings,17222.82,8432.54,93509.98
1411,Adam Love,71,2020,10192,63707,690,7452.8,3,"715 Kevin Ford, Nicolechester, WY 81968",schapman@example.net,1234569300,25-10-1975,Savings,18188.39,18029.58,77086.34
1412,Eric Fox,73,2011,22551,67239,775,6361.77,5,"647 Walker Locks, North Anthony, MO 36756",cheryl95@example.org,1234569301,05-03-1978,Savings,3818.01,6265.91,52404
1413,Robert Waller,35,2014,10826,66031,677,9255.6,5,"176 Laurie Island Suite 165, North Alanmouth, GA 90282",salasmolly@example.com,1234569302,09-01-1975,Business,16647.69,143.24,33385.03
1414,Amanda Valdez,40,2022,8949,56040,304,4054.64,5,"6347 Simmons Meadows, Abigailburgh, WV 05733",uweiss@example.net,1234569303,13-12-2002,Savings,26741.6,27727.06,113605.17
1415,Allison Gregory,38,2021,48772,22113,847,5664.87,1,"USCGC Owens, FPO AP 43233",ikemp@example.org,1234569304,13-11-1991,Business,19397.12,1252.7,98378.02
1416,Jordan Green,45,2013,24387,79473,755,8767.54,5,"597 Matthews Avenue Apt. 123, Barnesport, WV 64320",roger78@example.org,1234569305,31-07-1955,Business,16603.92,29948.66,108346.81
1417,Jeffrey Cole,24,2018,6984,16049,646,5807.6,1,"916 Michael Mountain, Williamsshire, CT 33159",whitejames@example.org,1234569306,01-08-1991,Checking,24116.42,26386.6,79765.47
1418,Ruben Mccoy PhD,53,2014,18720,44673,657,7005.37,1,"5874 Bennett Street, Greenbury, FM 47038",travisfarmer@example.com,1234569307,26-09-1970,Checking,23782.05,19380.81,77288.44
1419,Kelly Fuller,75,2021,24006,44611,584,4933.11,5,"8552 Frank Mountains, East Kathleen, MP 31669",deleonmeredith@example.net,1234569308,02-05-1986,Savings,25977.9,9753.76,103723.5
1420,Morgan Hansen,36,2011,27171,22218,389,605.44,1,"81522 Deleon Union Apt. 723, Port Jenniferfurt, PR 72420",nfletcher@example.net,1234569309,25-12-1979,Business,37720.39,5265.33,133555.07
1421,Donald Mclaughlin,57,2011,7817,89920,391,3106.11,4,"201 Lynn Run Suite 558, Williamfort, IN 74970",laurencarpenter@example.net,1234569310,05-08-1972,Checking,18083.77,5545.82,57945.13
1422,Tyler Fritz,52,2018,21558,65449,442,8643.09,3,"2512 Davis Stravenue, Gregorystad, MI 36642",suzannemiller@example.org,1234569311,10-02-2000,Checking,25400.29,21714.49,50231.65
1423,Stacy Bernard,68,2016,39309,91054,660,8908.26,2,"60578 Erika Center, Watkinsview, TN 81318",lisarichmond@example.net,1234569312,24-06-1996,Savings,49610.64,26256.32,133686.28
1424,Sara Lopez,30,2020,10275,69860,404,2099.06,2,"8069 Miller Mills, Greerport, MH 58863",aburgess@example.org,1234569313,06-04-1982,Checking,22385.98,5838.88,48739.21
1425,Alexander Gomez,63,2018,26537,55781,583,958.44,2,"6871 Meyer Manor Suite 254, Port Thomas, MP 63015",petersenjeremy@example.net,1234569314,12-04-1990,Savings,29026.35,19152.19,102743
1426,Christopher Marquez,36,2015,34125,80405,649,4968.7,4,"6859 Cook Falls, Lake Suzanneland, ID 54821",breanna60@example.net,1234569315,05-11-1965,Checking,37367.29,17506.57,107735.62
1427,Christopher Brady,67,2012,19542,81487,437,9811.1,5,"512 Wilson Ports, West Samuelville, DC 61052",hopkinsmary@example.com,1234569316,23-06-1971,Business,9782.26,22602.68,77720.26
1428,Tammy Camacho,46,2012,17596,81121,700,4088.32,3,"585 Christina Motorway, Amandaside, VT 87300",thomasjennifer@example.net,1234569317,02-12-1994,Checking,21227.57,25980.01,57966.97
1429,Larry Patel,50,2022,24438,48460,490,7172.87,3,"718 Candace Harbors Suite 572, South Alexandra, GA 15432",mstevens@example.org,1234569318,17-11-1962,Checking,28599.86,25480.4,137124.03
1430,David Armstrong,56,2011,11635,83465,341,4048.48,1,"USNV Cox, FPO AP 07338",taylormatthew@example.net,1234569319,07-05-1961,Savings,21126.62,11518.89,121122.79
1431,Nicole Burnett,47,2014,37967,66560,764,4329.6,1,"79839 Cox Radial Suite 975, Santiagomouth, OK 88015",patelkathleen@example.net,1234569320,11-08-1963,Checking,48250.28,27459.02,128954.23
1432,Troy Carr,52,2021,4708,83781,585,8694.36,4,"677 Amy Ville, East Melissafurt, PW 83124",sandracox@example.com,1234569321,15-09-1997,Business,6343.18,11116.88,112472.37
1433,Gary Brooks,58,2023,8270,42615,546,4061.05,4,"57046 Smith Locks, Mariastad, AR 13853",ashley53@example.net,1234569322,12-09-1970,Savings,1346.74,3048.67,91616.62
1434,Mason Herrera,34,2022,13706,18797,690,1310.19,2,"576 Martinez Ramp, Gardnermouth, MS 46577",joshua43@example.net,1234569323,25-06-1988,Checking,1532.9,24358.9,88687.06
1435,Anne Hernandez,35,2021,32011,71717,493,2593.06,4,"78597 Sierra Estate Suite 782, South Brianmouth, NE 54183",rodneybuck@example.net,1234569324,14-06-1955,Business,39078.44,26608.27,97131.41
1436,Daniel King,32,2022,7074,20986,832,6288.34,1,"2820 Edwards Crest, Andrewberg, SD 95458",rachelrichardson@example.com,1234569325,04-01-1970,Business,48204.3,24009.45,110346.47
1437,Hector Romero,19,2014,21602,50849,466,4099.65,1,"551 Daniel Ports Apt. 197, Kyleshire, NM 56267",fosterjared@example.net,1234569326,01-08-1986,Checking,26665.67,2270.2,141404.8
1438,Kelly Vance,25,2012,15511,75056,609,4319.97,1,"74582 Matthew Tunnel Suite 543, Lake Eric, KY 44865",caitlyndoyle@example.org,1234569327,17-09-1975,Savings,35438.55,20962.3,38048.36
1439,Matthew Stanley,57,2017,17688,31663,463,5512.62,1,"094 Mcclure Knolls, Jeanbury, NV 15311",stevencollins@example.com,1234569328,20-08-1976,Checking,21972.8,21697.82,29752.42
1440,Laura Page,68,2014,30030,31879,769,6812.24,1,"657 Brendan Land Apt. 737, West Heathershire, MD 50786",monicameadows@example.org,1234569329,13-07-1954,Checking,40689.03,1078.55,139898.66
1441,Benjamin Garcia,63,2013,12030,51319,554,9867.05,5,"83418 Danielle Burg Suite 388, New Nicoleburgh, WI 90732",yforbes@example.com,1234569330,21-05-1980,Savings,26579.09,11636.9,130915.91
1442,Mark Reyes,24,2023,29054,48486,395,3935.06,4,"9261 William Tunnel, Gibsonton, VI 13428",larry63@example.com,1234569331,30-12-1956,Savings,7986.38,24027.37,68908.52
1443,Sean Rubio,29,2018,41979,98423,665,8031.74,3,"60877 Tiffany Track Apt. 104, Port Aliciaport, VT 83869",smithmario@example.com,1234569332,08-02-1994,Business,29410.07,17552.03,110543.09
1444,Donald Thomas,64,2019,14339,54003,496,9273.1,1,"003 Kayla Ridges Suite 688, South Sharonhaven, NV 10215",rebeccawright@example.net,1234569333,22-12-2005,Business,7803.04,26471.6,145203.89
1445,Lacey Payne,44,2021,37277,91724,847,5446.57,1,"730 Christopher Plain Apt. 808, Port Davidhaven, NC 74253",connorsmith@example.org,1234569334,03-08-1961,Business,16237.62,1503.57,70168.83
1446,Meagan Boyle,33,2013,35207,50877,495,7626.17,2,"727 Butler Forge Suite 311, Bakerside, PW 38890",tbell@example.com,1234569335,10-04-1949,Business,22172.3,7206.42,37859.13
1447,Jill Cummings,31,2011,36911,89441,795,5161.08,1,"64932 Steele Green Suite 420, East Sarahville, PW 03273",brittanydelacruz@example.net,1234569336,23-09-1994,Checking,6665.86,16724.73,87775.14
1448,Breanna Fernandez,36,2017,30800,34992,685,7279.19,1,"937 Caitlin Springs Suite 573, East Karlabury, GU 08490",xmcdonald@example.org,1234569337,24-01-1972,Savings,13778.46,25731.31,134773.27
1449,Tammy Peters,74,2022,13262,39807,349,2831.47,4,"682 Williams Light, Brownbury, CO 21767",ukennedy@example.org,1234569338,10-12-1953,Business,42205.86,23523.15,69299.96
1450,Jose Neal,65,2013,32761,87634,330,1853.84,3,"59530 Miller Ports Apt. 790, Carlosborough, OK 43094",denise34@example.net,1234569339,12-11-1997,Business,12099.75,18566.06,139052.45
1451,Daniel Phillips,60,2015,46958,62488,364,995.32,5,"44025 Cole Dam, North Sharon, NC 06307",hicksandrew@example.com,1234569340,20-10-2002,Savings,34046.79,28268.11,50584.72
1452,Jeffrey Vazquez,18,2016,9565,29893,542,3877.56,3,"521 Michelle Parkway, Vincentville, NV 85144",conniegraham@example.com,1234569341,07-04-1953,Checking,39270.07,25508.36,142654.77
1453,Christopher Garcia,65,2014,32014,40716,339,6667.17,2,"8845 Gray Circles Suite 974, Port Heather, FM 67495",scottjones@example.com,1234569342,14-01-1964,Checking,12495.06,26943.92,50627.8
1454,Shannon Adams,52,2015,32548,24392,484,2219.17,4,"0199 Amy Coves Suite 914, Garymouth, ID 15414",laurenburton@example.com,1234569343,04-09-1969,Checking,17513.52,19824.26,60445.97
1455,Hector Moore,50,2011,37572,10644,764,7798.23,2,"8663 Jeffery Route, Port Crystalhaven, VI 21209",xmartinez@example.org,1234569344,03-04-1980,Checking,5736.39,26124.17,109841.84
1456,Peter Ramirez,45,2022,49118,19155,843,4039.73,4,"53186 Coffey Field Apt. 070, South Anthonyhaven, SD 37397",zburke@example.org,1234569345,20-12-1952,Business,12652.92,28701.06,24718.27
1457,Kathy Avila DDS,72,2012,24577,99972,840,9752.82,5,"13637 Anthony Rapid Apt. 353, Morrisborough, MT 98264",njohnson@example.com,1234569346,13-08-1988,Business,9363.88,9828.5,63824.28
1458,Rachael Mueller,21,2017,45843,91513,705,8436.06,3,"780 Wright Cove Apt. 296, South Darius, MH 03459",rsmith@example.org,1234569347,02-12-1976,Savings,9586.13,24531.64,59823.9
1459,Christopher Lopez,25,2023,40958,20670,308,3413.35,2,"26188 Timothy Greens Apt. 011, New Michaelmouth, MH 09338",tcontreras@example.org,1234569348,07-03-1979,Business,40995.66,4679.39,54650.4
1460,Blake Hall,42,2020,45360,20482,383,1310.64,2,"2586 Gray Viaduct Apt. 073, West Ricardo, SC 24745",marissapark@example.org,1234569349,21-09-1963,Savings,12263.64,16387.11,45426.7
1461,Mark Johnson,59,2015,33921,33480,490,3435,4,"0191 Michael Port Suite 332, Lake Lindsay, WY 51314",tiffanycarr@example.org,1234569350,22-02-1950,Business,43909.55,29172.78,98491.85
1462,Michelle Snow,35,2018,46898,74529,525,7575.76,1,"631 Mark Locks, Brownport, ME 59667",kjones@example.org,1234569351,07-09-1988,Checking,31736.87,21361.95,126461.78
1463,Latoya Evans,25,2012,3170,44311,455,6906.67,1,"1306 Susan Lodge, Michelebury, HI 30999",kaylabennett@example.net,1234569352,06-12-2001,Checking,29759.17,5920.24,84420.69
1464,Louis Lang,65,2011,14775,16040,572,4497.29,2,"6112 Mitchell Manor Apt. 420, Charlesshire, WA 67399",lsimmons@example.org,1234569353,17-06-1997,Business,20864.06,29779.21,26052.84
1465,Maxwell Cox,54,2022,11774,88877,625,1067.25,5,"31877 Alyssa Extension Suite 932, Cookport, AZ 09842",plam@example.com,1234569354,21-06-1996,Checking,43153.77,17907.55,103663.05
1466,Amanda Garcia,40,2017,5290,26464,434,9950.11,3,"33634 Ryan Bridge, South Gregory, KY 81443",loriallen@example.net,1234569355,05-06-1951,Checking,24039.75,12965.34,94080.37
1467,Shannon Collins,32,2016,47192,64277,365,8391.11,1,"442 Christopher Cliff, Jeremyville, AZ 25872",blakeburns@example.com,1234569356,11-01-1952,Checking,47578.68,2430.06,61055.76
1468,Patricia Jones,61,2022,21601,26987,475,3859.12,4,"824 Torres Terrace Apt. 382, Palmerport, MS 11366",davidwells@example.org,1234569357,19-10-1980,Business,19359.25,29811,90663.78
1469,Jessica Gonzalez,63,2017,25829,20943,402,5950.5,3,"4784 Nancy Walks, Martinfort, NJ 44375",maria25@example.org,1234569358,16-02-1984,Checking,43215.56,26359.89,79640.91
1470,Roberto Rhodes,63,2015,33619,91911,309,7959.01,2,"16443 Mendoza Mission, West Stacybury, SD 56109",jbennett@example.net,1234569359,02-08-1975,Business,29368.82,1210.77,82070.48
1471,John Martin,52,2023,27022,49878,532,801.44,2,"343 Clark Valley, Matthewhaven, NC 97993",ygomez@example.com,1234569360,28-07-1958,Checking,48088.09,1851.83,90157.75
1472,Kelly Jones MD,60,2019,41822,43876,584,7182.22,4,"13844 Garcia View Suite 666, Port William, NE 60260",mendozajeffrey@example.org,1234569361,17-06-1975,Savings,29963.73,5950.93,98305.56
1473,Erica Oconnor,36,2014,35376,91129,548,2368.12,2,"75773 Bonnie Cliff, West Amandahaven, CT 12180",brian54@example.net,1234569362,26-11-1953,Business,6041.7,18351.99,133068.64
1474,Randall Salazar,32,2017,27428,87105,574,9003.32,5,"525 Betty Inlet Apt. 233, Port Erika, NM 38604",browningsean@example.org,1234569363,01-12-1959,Checking,3721.55,2748.97,142296.06
1475,Corey Burns,65,2012,3348,73338,724,6706.75,1,"283 Angela Locks Apt. 030, Pricestad, AK 93767",osandoval@example.net,1234569364,21-01-1999,Savings,44195.05,4155.04,51415.56
1476,Amber Wright,71,2014,39736,98062,473,4945.51,1,"087 Miller Shores, North Charles, TN 75622",alexander99@example.net,1234569365,16-02-1951,Business,7649.62,1739.54,90260.15
1477,Edward Barnett,75,2010,21828,92618,586,3384.34,4,"10039 Moore Squares, Michaelchester, MA 66913",joconnor@example.net,1234569366,05-05-1971,Checking,5023.85,8012.21,74162.22
1478,Leslie Douglas,33,2016,10415,95635,594,9550.47,1,"38053 Matthews Street, Cooktown, GU 09177",bjimenez@example.net,1234569367,14-12-1956,Checking,22017.22,21855.73,82013.59
